"[1,10)","[10,20)","[20,40)","[40,60)","[60,Inf)"
0.0179228712871287,0.022440424403183,0.0501294429708223,0.0461202505219207,0.0320079819277108
0.0102131435643564,0.0129903713527851,0.0438143236074271,0.0404910229645094,0.0269176204819277
0.0210482425742574,0.0257846949602122,0.0409496021220159,0.0374102296450939,0.0253183734939759
0.0242628465346535,0.0295021220159151,0.0378153846153846,0.0346507306889353,0.0286784638554217
0.0133630940594059,0.0168337665782493,0.0458623342175066,0.0423926931106472,0.0292518072289157
0.0176079702970297,0.0221812201591512,0.0532347480106101,0.0492647181628392,0.0376694277108434
0.0179469554455446,0.0221271352785146,0.0412183023872679,0.0379720250521921,0.0271030120481928
0.026659900990099,0.0323564986737401,0.0452724137931034,0.0411668058455115,0.0266838855421687
0.0136158663366337,0.0169280636604775,0.0356594164456233,0.0328129436325678,0.022801656626506
0.0259428217821782,0.0316283819628647,0.0448289124668435,0.0407045929018789,0.0263936746987952
0.018587301980198,0.0229434482758621,0.0427679045092838,0.0392887265135699,0.0269638554216867
0.0237031188118812,0.0294355437665783,0.0562411140583554,0.0514885177453027,0.0340846385542169
0.0251405940594059,0.0306705570291777,0.0468652519893899,0.0428632567849687,0.029492921686747
0.0193609900990099,0.0239524137931034,0.0399079575596817,0.0362726513569937,0.0237640060240964
0.0318767326732673,0.0380716180371353,0.0410045092838196,0.0370258872651357,0.0248448795180723
0.0170074504950495,0.0213059946949602,0.0514135278514589,0.0473782881002088,0.0316936746987952
0.0107942079207921,0.0137361273209549,0.047967374005305,0.0444716075156576,0.0305542168674699
0.0176941831683168,0.0220275596816976,0.0444331564986737,0.0407022964509395,0.026941265060241
0.00996123762376237,0.0126896551724138,0.0467546419098143,0.0433653444676409,0.0291335843373494
0.0153614851485149,0.0191606100795756,0.0399586206896552,0.0365874739039666,0.024001656626506
0.0178623762376238,0.0220992042440318,0.0392164456233422,0.0357749478079332,0.0234975903614458
0.0211957673267327,0.0260629177718833,0.0453320954907162,0.0415219206680585,0.0277109939759036
0.0229117326732673,0.0281689655172414,0.0478291777188329,0.043787891440501,0.0294382530120482
0.0202835396039604,0.0251680371352785,0.0465432360742706,0.0425820459290188,0.0287319277108434
0.0226066336633663,0.0277835543766578,0.0502838196286472,0.046223382045929,0.0313403614457831
0.0127946534653465,0.0161968700265252,0.0443273209549072,0.0409185803757829,0.0292742469879518
0.0122533415841584,0.0155296286472149,0.0520877984084881,0.0484609603340292,0.0338378012048193
0.0175246534653465,0.0217102652519894,0.0429824933687003,0.0394210855949896,0.0258411144578313
0.0164710891089109,0.0205566578249337,0.0463480106100796,0.0426515657620042,0.0284864457831325
0.0130782920792079,0.016458275862069,0.043874801061008,0.0404914405010438,0.0273423192771084
0.0160536138613861,0.0200578779840849,0.0413652519893899,0.0379031315240084,0.0257888554216867
0.0117868811881188,0.0149424137931034,0.0479928381962865,0.0444528183716075,0.0302798192771084
0.0217502722772277,0.0269535809018568,0.0485397877984085,0.0443970772442589,0.0300536144578313
0.0208219306930693,0.0256490716180371,0.045689124668435,0.0418148225469729,0.0272953313253012
0.0181179207920792,0.0227389655172414,0.0477445623342175,0.0435517745302714,0.0282245481927711
0.0244200495049505,0.0300246684350133,0.0487148541114058,0.0444480167014614,0.0295597891566265
0.0155950742574257,0.0194025198938992,0.0402214854111406,0.0369008350730689,0.0244762048192771
0.0128755198019802,0.0163084615384615,0.0500299734748011,0.0463471816283925,0.0323281626506024
0.0140715594059406,0.0177088063660477,0.0489127320954907,0.0452686847599165,0.030633734939759
0.0225066089108911,0.0278816976127321,0.0494212201591512,0.0451835073068894,0.0307299698795181
0.0264871287128713,0.0320981432360743,0.0412835543766578,0.0374173277661795,0.0247278614457831
0.0146746782178218,0.0185663129973475,0.0503705570291777,0.0463509394572025,0.0312635542168675
0.0153325,0.0191870557029178,0.0437562334217507,0.0404438413361169,0.0297385542168675
0.0308433168316832,0.0377525198938992,0.0552944297082228,0.0502638830897704,0.0328599397590361
0.0167566831683168,0.0208522015915119,0.0453334217506631,0.0417344467640919,0.0282281626506024
0.0251341584158416,0.0307872679045093,0.0519572944297082,0.0476131524008351,0.0315079819277108
0.025920297029703,0.0314363395225464,0.0428291777188329,0.0388724425887265,0.0248557228915663
0.0166172524752475,0.0204443236074271,0.0347026525198939,0.0319768267223382,0.0246762048192771
0.0220175495049505,0.0272122015915119,0.0462848806366048,0.0421292275574113,0.027023343373494
0.0191,0.0235757559681698,0.0458819628647215,0.0421582463465553,0.0277805722891566
0.017809900990099,0.0219810610079576,0.0379721485411141,0.034776617954071,0.0245756024096386
0.0153637376237624,0.0189392042440318,0.0338278514588859,0.0310118997912317,0.021389156626506
0.0147716089108911,0.0183897082228117,0.0383596816976127,0.035317745302714,0.0251478915662651
0.023177103960396,0.0283880636604775,0.0439275862068966,0.0401686847599165,0.0281200301204819
0.0288665841584158,0.0352212201591512,0.0496143236074271,0.0450031315240084,0.0287737951807229
0.0170560891089109,0.0211607957559682,0.0434281167108753,0.0400565762004175,0.028341265060241
0.0162704950495049,0.0202987267904509,0.0449724137931034,0.0414893528183716,0.0292507530120482
0.0238301485148515,0.0289888594164456,0.0401267904509284,0.0364853862212944,0.0245709337349398
0.0178647772277228,0.0224286472148541,0.0447328912466844,0.0408780793319415,0.0289335843373494
0.0123062376237624,0.0155071618037135,0.0412212201591512,0.038139248434238,0.0274156626506024
0.0118513861386139,0.0149077984084881,0.0373320954907162,0.0345724425887265,0.025966265060241
0.0195194306930693,0.0239736870026525,0.0407901856763926,0.0375405010438413,0.0274965361445783
0.0180043564356436,0.0224788328912467,0.0502604774535809,0.0463020876826722,0.031771234939759
0.0198942821782178,0.0246006896551724,0.0460803713527851,0.0423290187891441,0.0291685240963855
0.0146521287128713,0.0185071352785146,0.0495875331564987,0.0456394572025052,0.0301492469879518
0.0284522277227723,0.0346262599469496,0.0461238726790451,0.0419352818371607,0.0293441265060241
0.0141226732673267,0.0177575066312997,0.0405198938992042,0.0371722338204593,0.0259725903614458
0.0166772524752475,0.0208324933687003,0.0431655172413793,0.0397768267223382,0.0298155120481928
0.0172020297029703,0.02136,0.0441177718832891,0.0406926931106472,0.0287775602409639
0.0163962623762376,0.0204976392572944,0.0500647214854111,0.0463020876826722,0.0316557228915663
0.0122505198019802,0.0154320689655172,0.0403029177718833,0.0374521920668058,0.0291013554216867
0.00749076732673267,0.00951087533156499,0.0321315649867374,0.0298016701461378,0.020803765060241
0.0158092079207921,0.019571724137931,0.0351228116710875,0.0323409185803758,0.0249231927710843
0.0316126237623762,0.0382294429708223,0.0480676392572944,0.0434772442588727,0.0275170180722892
0.0123247277227723,0.0154146419098143,0.0353164456233422,0.0325219206680585,0.0225548192771084
0.0147511633663366,0.0184181167108753,0.0426923076923077,0.0393473903966597,0.0264396084337349
0.0127018316831683,0.0157997347480106,0.0343896551724138,0.0320306889352818,0.0260480421686747
0.027110396039604,0.0329180371352785,0.0420572944297082,0.0382369519832985,0.0272310240963855
0.0173829455445545,0.0216666843501326,0.0454225464190981,0.0416379958246347,0.0272353915662651
0.00914680693069307,0.0117829973474801,0.0529352785145889,0.048943006263048,0.032596234939759
0.0141655445544554,0.0179663925729443,0.0565485411140584,0.0522705636743215,0.0348379518072289
0.0117636138613861,0.0148756763925729,0.0451949602122016,0.0418501043841336,0.0288798192771084
0.00974742574257426,0.0122648275862069,0.0340172413793103,0.0314751565762004,0.0217347891566265
0.0220349257425743,0.0272042440318302,0.0509082228116711,0.0466824634655532,0.0306539156626506
0.0258180693069307,0.032004774535809,0.0558870026525199,0.0509528183716075,0.0335201807228916
0.0133236633663366,0.0168181962864721,0.0480368700265252,0.04439248434238,0.030078765060241
